id,user_id,content,sentiment_score,created_at
c001b3d9-e3c9-47cf-8e1c-5217e3e036ac,4a0bc4b3-3ae8-4296-b637-bc39d0fbd76e,Lost track of time again... played ranked matches until 4 AM. Skipped breakfast.,-0.309,2026-06-21T14:53:51.006955+00:00
b12c4fd6-7816-4aca-8c83-d2934c890cff,4a0bc4b3-3ae8-4296-b637-bc39d0fbd76e,Got irritated when the internet dropped. Gaming is the only way I can escape my stress.,-0.302,2026-06-22T14:53:51.006955+00:00
24e2ec0e-19fc-453b-bf0b-7ce6d22599e5,4a0bc4b3-3ae8-4296-b637-bc39d0fbd76e,Told my family I was studying but spent 8 hours grinding levels. Feeling exhausted.,-0.412,2026-06-23T14:53:51.006955+00:00
9bf3eef8-78c5-41be-ba3b-c21f0695ecb7,4a0bc4b3-3ae8-4296-b637-bc39d0fbd76e,Skipped dinner to finish the tournament raid. My head aches and eyes are burning.,-0.459,2026-06-24T14:53:51.006955+00:00
2d48a752-7001-43af-bbff-46fd57fed618,ebdcd770-d442-4618-a2ed-1772dc18ccf5,Balanced day overall. Kept my gaming to under an hour.,0.741,2026-06-11T14:53:51.006955+00:00
d0f8b8a7-84d3-4b2a-87d1-03ffde36be73,ebdcd770-d442-4618-a2ed-1772dc18ccf5,Went for a run this morning and felt great. Met up with friends for dinner.,0.447,2026-06-12T14:53:51.006955+00:00
e7c4d3dd-13c3-4301-adad-53bb3709651c,ebdcd770-d442-4618-a2ed-1772dc18ccf5,Had a productive day at work/school. Played 45 minutes of games to unwind.,0.788,2026-06-13T14:53:51.006955+00:00
0312ebae-6310-4d6c-b62e-b38a380c940d,ebdcd770-d442-4618-a2ed-1772dc18ccf5,Had a productive day at work/school. Played 45 minutes of games to unwind.,0.52,2026-06-14T14:53:51.006955+00:00
8221fddf-d025-4abf-b06f-fd95ee77f16d,ebdcd770-d442-4618-a2ed-1772dc18ccf5,Slightly tired today but managed to get 8 hours of sleep. Looking forward to the weekend.,0.654,2026-06-15T14:53:51.006955+00:00
24a992ff-44cf-4bab-9987-3c12691dba85,ebdcd770-d442-4618-a2ed-1772dc18ccf5,Went for a run this morning and felt great. Met up with friends for dinner.,0.663,2026-06-16T14:53:51.006955+00:00
b715e060-1499-4433-9955-77f68b331a68,ebdcd770-d442-4618-a2ed-1772dc18ccf5,Went for a run this morning and felt great. Met up with friends for dinner.,0.359,2026-06-17T14:53:51.006955+00:00
49759e28-517b-440e-8034-cef2fb7baf60,ebdcd770-d442-4618-a2ed-1772dc18ccf5,Went for a run this morning and felt great. Met up with friends for dinner.,0.608,2026-06-18T14:53:51.006955+00:00
84cd9847-dcc4-4979-a446-3c910c4f97c0,ebdcd770-d442-4618-a2ed-1772dc18ccf5,Slightly tired today but managed to get 8 hours of sleep. Looking forward to the weekend.,0.376,2026-06-19T14:53:51.006955+00:00
bacf29e6-2dc5-4098-9288-0996ed1d3f45,ebdcd770-d442-4618-a2ed-1772dc18ccf5,Went for a run this morning and felt great. Met up with friends for dinner.,0.409,2026-06-20T14:53:51.006955+00:00
eb4ed0fd-be80-4e70-9f6f-c28e33166e6d,ebdcd770-d442-4618-a2ed-1772dc18ccf5,Slightly tired today but managed to get 8 hours of sleep. Looking forward to the weekend.,0.506,2026-06-21T14:53:51.006955+00:00
0c4c4d27-fbd2-4ed1-9955-9f4e130c301b,ebdcd770-d442-4618-a2ed-1772dc18ccf5,Had a productive day at work/school. Played 45 minutes of games to unwind.,0.684,2026-06-22T14:53:51.006955+00:00
fb53494d-98a2-4731-8590-fe413b1d7f7b,ebdcd770-d442-4618-a2ed-1772dc18ccf5,Went for a run this morning and felt great. Met up with friends for dinner.,0.789,2026-06-23T14:53:51.006955+00:00
05ac53c8-f07c-4059-86ac-9b7a2d603005,ebdcd770-d442-4618-a2ed-1772dc18ccf5,Balanced day overall. Kept my gaming to under an hour.,0.336,2026-06-24T14:53:51.006955+00:00
a5926710-a800-43cd-ae47-44dc72982cc0,6f1d63a4-f581-42df-aeb3-8e0a091ae2ce,Had a productive day at work/school. Played 45 minutes of games to unwind.,0.379,2026-06-11T14:53:51.006955+00:00
174c7a50-69ba-4c45-94c6-59aeb65ffb30,6f1d63a4-f581-42df-aeb3-8e0a091ae2ce,Went for a run this morning and felt great. Met up with friends for dinner.,0.431,2026-06-12T14:53:51.006955+00:00
fb0b6bff-c360-423f-9e9b-f9b8b38edb24,6f1d63a4-f581-42df-aeb3-8e0a091ae2ce,Went for a run this morning and felt great. Met up with friends for dinner.,0.345,2026-06-13T14:53:51.006955+00:00
65cab423-37f0-4cac-a315-d2848ce128da,6f1d63a4-f581-42df-aeb3-8e0a091ae2ce,Had a productive day at work/school. Played 45 minutes of games to unwind.,0.522,2026-06-14T14:53:51.006955+00:00
a11ea412-030a-40d3-b6bf-bd607ef16e20,6f1d63a4-f581-42df-aeb3-8e0a091ae2ce,Had a productive day at work/school. Played 45 minutes of games to unwind.,0.51,2026-06-15T14:53:51.006955+00:00
acdf3ccf-2dd9-4eab-a6e1-3a1fd1763080,6f1d63a4-f581-42df-aeb3-8e0a091ae2ce,Went for a run this morning and felt great. Met up with friends for dinner.,0.509,2026-06-16T14:53:51.006955+00:00
acf17ba5-9724-465c-909a-c1858f651e0a,6f1d63a4-f581-42df-aeb3-8e0a091ae2ce,Went for a run this morning and felt great. Met up with friends for dinner.,0.456,2026-06-17T14:53:51.006955+00:00
fe12a651-8969-4146-ac3c-7ea3e138821f,6f1d63a4-f581-42df-aeb3-8e0a091ae2ce,Balanced day overall. Kept my gaming to under an hour.,0.317,2026-06-18T14:53:51.006955+00:00
546f3ab4-39f8-46c3-8e14-b8e9bbf4e263,6f1d63a4-f581-42df-aeb3-8e0a091ae2ce,Slightly tired today but managed to get 8 hours of sleep. Looking forward to the weekend.,0.417,2026-06-19T14:53:51.006955+00:00
16aeacf4-6fab-4c62-9a39-d5b0439a902e,6f1d63a4-f581-42df-aeb3-8e0a091ae2ce,Went for a run this morning and felt great. Met up with friends for dinner.,0.32,2026-06-20T14:53:51.006955+00:00
ff18e0ae-d1fe-4912-a13c-e3f929687f12,6f1d63a4-f581-42df-aeb3-8e0a091ae2ce,Slightly tired today but managed to get 8 hours of sleep. Looking forward to the weekend.,0.731,2026-06-21T14:53:51.006955+00:00
596b34d8-3031-474a-944e-de1ca5e5988e,6f1d63a4-f581-42df-aeb3-8e0a091ae2ce,Balanced day overall. Kept my gaming to under an hour.,0.589,2026-06-22T14:53:51.006955+00:00
758a120e-5b12-4b10-8d1d-0c8aba66ba52,6f1d63a4-f581-42df-aeb3-8e0a091ae2ce,Balanced day overall. Kept my gaming to under an hour.,0.388,2026-06-23T14:53:51.006955+00:00
c377ce96-0cf1-4c96-a1c2-f303a460afcd,6f1d63a4-f581-42df-aeb3-8e0a091ae2ce,Balanced day overall. Kept my gaming to under an hour.,0.679,2026-06-24T14:53:51.006955+00:00
5da4e4fa-ec83-447d-a755-caa5766d74b4,b6833d54-1b64-4bab-a291-8cc54c90e020,Slightly tired today but managed to get 8 hours of sleep. Looking forward to the weekend.,0.483,2026-06-11T14:53:51.006955+00:00
7f58d00a-1464-4ad9-ad41-6e68ed512aba,b6833d54-1b64-4bab-a291-8cc54c90e020,Balanced day overall. Kept my gaming to under an hour.,0.622,2026-06-12T14:53:51.006955+00:00
66a91795-2984-4c46-b633-6ff832681bbe,b6833d54-1b64-4bab-a291-8cc54c90e020,Balanced day overall. Kept my gaming to under an hour.,0.608,2026-06-13T14:53:51.006955+00:00
bafb5a9b-f7ad-4f15-84d6-5ee330b650e3,b6833d54-1b64-4bab-a291-8cc54c90e020,Had a productive day at work/school. Played 45 minutes of games to unwind.,0.645,2026-06-14T14:53:51.006955+00:00
51c12141-fd04-406a-9b27-503fbc858245,b6833d54-1b64-4bab-a291-8cc54c90e020,Went for a run this morning and felt great. Met up with friends for dinner.,0.426,2026-06-15T14:53:51.006955+00:00
d3d2b982-59aa-4187-a3be-f8dbeb59c601,b6833d54-1b64-4bab-a291-8cc54c90e020,Slightly tired today but managed to get 8 hours of sleep. Looking forward to the weekend.,0.605,2026-06-16T14:53:51.006955+00:00
09868240-cb8f-4997-baad-50b7d9f0789b,b6833d54-1b64-4bab-a291-8cc54c90e020,Went for a run this morning and felt great. Met up with friends for dinner.,0.579,2026-06-17T14:53:51.006955+00:00
7e53f4f7-338e-4b61-a69d-10abcc78301b,b6833d54-1b64-4bab-a291-8cc54c90e020,Slightly tired today but managed to get 8 hours of sleep. Looking forward to the weekend.,0.315,2026-06-18T14:53:51.006955+00:00
ed1706e7-2a2b-498f-9274-2958fbd5e2c3,b6833d54-1b64-4bab-a291-8cc54c90e020,Slightly tired today but managed to get 8 hours of sleep. Looking forward to the weekend.,0.372,2026-06-19T14:53:51.006955+00:00
a649b3fc-a5f0-4fd5-8367-6adfae9da365,b6833d54-1b64-4bab-a291-8cc54c90e020,Went for a run this morning and felt great. Met up with friends for dinner.,0.663,2026-06-20T14:53:51.006955+00:00
556960ed-5384-4781-872e-0ec6406cc950,b6833d54-1b64-4bab-a291-8cc54c90e020,Had a productive day at work/school. Played 45 minutes of games to unwind.,0.414,2026-06-21T14:53:51.006955+00:00
20b68984-672f-450c-8f8e-77fb43a6efc5,b6833d54-1b64-4bab-a291-8cc54c90e020,Had a productive day at work/school. Played 45 minutes of games to unwind.,0.558,2026-06-22T14:53:51.006955+00:00
aa5a5d37-1cc5-4075-a2f5-02ed19b59d5e,b6833d54-1b64-4bab-a291-8cc54c90e020,Slightly tired today but managed to get 8 hours of sleep. Looking forward to the weekend.,0.704,2026-06-23T14:53:51.006955+00:00
bdab6021-5a2c-4a40-a6ff-c7df0b340dac,b6833d54-1b64-4bab-a291-8cc54c90e020,Went for a run this morning and felt great. Met up with friends for dinner.,0.393,2026-06-24T14:53:51.006955+00:00
00071687-5f11-420e-b295-679c3d68cba9,d8f536e3-e119-4e9a-a123-6904b017fa92,Compared my selfies to people online for hours. Feeling extremely distressed about how I look.,-0.509,2026-06-11T14:53:51.006955+00:00
968149ac-dbf5-4271-9f97-793a17942348,d8f536e3-e119-4e9a-a123-6904b017fa92,Compared my selfies to people online for hours. Feeling extremely distressed about how I look.,-0.169,2026-06-12T14:53:51.006955+00:00
b907de64-6b9f-4be2-8302-c09a5f8b0f8d,d8f536e3-e119-4e9a-a123-6904b017fa92,Spent an hour in front of the mirror checking my skin. Couldn't bring myself to leave the house.,-0.624,2026-06-13T14:53:51.006955+00:00
24dea0dd-4635-46fb-9a91-7a997765d0a5,d8f536e3-e119-4e9a-a123-6904b017fa92,Keep touching and checking my jawline. I hate how warped my reflection feels.,-0.678,2026-06-14T14:53:51.006955+00:00
558adedf-27c1-4ee6-8035-b528cb83885e,d8f536e3-e119-4e9a-a123-6904b017fa92,Wore baggy clothes today to hide my body. Canceled plans because my anxiety was at a 9.,-0.481,2026-06-15T14:53:51.006955+00:00
f27eb3e8-a616-4691-bd6a-b7e9300718ae,d8f536e3-e119-4e9a-a123-6904b017fa92,Keep touching and checking my jawline. I hate how warped my reflection feels.,-0.355,2026-06-16T14:53:51.006955+00:00
4da8f280-f3d8-46d8-9668-1fe063c782fe,d8f536e3-e119-4e9a-a123-6904b017fa92,Keep touching and checking my jawline. I hate how warped my reflection feels.,-0.209,2026-06-17T14:53:51.006955+00:00
792f6799-c8e8-4b2e-bd8c-ef5613fa62e7,d8f536e3-e119-4e9a-a123-6904b017fa92,Compared my selfies to people online for hours. Feeling extremely distressed about how I look.,-0.361,2026-06-18T14:53:51.006955+00:00
4c162bb4-8fb3-4b65-937a-f89acda1bee8,d8f536e3-e119-4e9a-a123-6904b017fa92,Spent an hour in front of the mirror checking my skin. Couldn't bring myself to leave the house.,-0.252,2026-06-19T14:53:51.006955+00:00
0c3c9839-625e-4463-aec9-c959bdd9beb0,d8f536e3-e119-4e9a-a123-6904b017fa92,Wore baggy clothes today to hide my body. Canceled plans because my anxiety was at a 9.,-0.503,2026-06-20T14:53:51.006955+00:00
30f35697-d659-4c34-8dfc-a3c217ca94b1,d8f536e3-e119-4e9a-a123-6904b017fa92,Compared my selfies to people online for hours. Feeling extremely distressed about how I look.,-0.303,2026-06-21T14:53:51.006955+00:00
6b752cf2-6811-4c64-98ff-a53346455fbe,d8f536e3-e119-4e9a-a123-6904b017fa92,Wore baggy clothes today to hide my body. Canceled plans because my anxiety was at a 9.,-0.273,2026-06-22T14:53:51.006955+00:00
80068700-22c5-4de6-964f-14deda05bd48,d8f536e3-e119-4e9a-a123-6904b017fa92,Compared my selfies to people online for hours. Feeling extremely distressed about how I look.,-0.354,2026-06-23T14:53:51.006955+00:00
de375466-0d1e-41ec-beef-abc184f06a2d,d8f536e3-e119-4e9a-a123-6904b017fa92,Spent an hour in front of the mirror checking my skin. Couldn't bring myself to leave the house.,-0.679,2026-06-24T14:53:51.006955+00:00
d8ceac15-b6a6-4e77-9cf1-09e9a1ae41d4,b530b42f-2f1b-47a4-b348-9904c29536c9,Went for a run this morning and felt great. Met up with friends for dinner.,0.475,2026-06-11T14:53:51.006955+00:00
21ebdb7c-8dbf-485d-8da6-3b17af1f32b7,b530b42f-2f1b-47a4-b348-9904c29536c9,Balanced day overall. Kept my gaming to under an hour.,0.383,2026-06-12T14:53:51.006955+00:00
25dc160f-6c05-4ca1-9345-e3ce8daee050,b530b42f-2f1b-47a4-b348-9904c29536c9,Balanced day overall. Kept my gaming to under an hour.,0.33,2026-06-13T14:53:51.006955+00:00
8d9b95c1-7328-484f-980a-c807d20ce48a,b530b42f-2f1b-47a4-b348-9904c29536c9,Balanced day overall. Kept my gaming to under an hour.,0.385,2026-06-14T14:53:51.006955+00:00
72534635-93e1-4316-8edd-4c1f337ed05a,b530b42f-2f1b-47a4-b348-9904c29536c9,Went for a run this morning and felt great. Met up with friends for dinner.,0.773,2026-06-15T14:53:51.006955+00:00
673818bb-a49f-4ecc-bdc7-193c0532bec9,b530b42f-2f1b-47a4-b348-9904c29536c9,Had a productive day at work/school. Played 45 minutes of games to unwind.,0.65,2026-06-16T14:53:51.006955+00:00
5c392231-8a6a-432b-be86-5446f839f261,b530b42f-2f1b-47a4-b348-9904c29536c9,Had a productive day at work/school. Played 45 minutes of games to unwind.,0.633,2026-06-17T14:53:51.006955+00:00
81540d92-f62e-4f09-8c49-45f82a26efbe,b530b42f-2f1b-47a4-b348-9904c29536c9,Slightly tired today but managed to get 8 hours of sleep. Looking forward to the weekend.,0.472,2026-06-18T14:53:51.006955+00:00
a74321c8-239b-47a8-bc7b-ac99296c0a86,b530b42f-2f1b-47a4-b348-9904c29536c9,Went for a run this morning and felt great. Met up with friends for dinner.,0.447,2026-06-19T14:53:51.006955+00:00
d9982feb-7767-4faa-8255-57392846da2f,b530b42f-2f1b-47a4-b348-9904c29536c9,Slightly tired today but managed to get 8 hours of sleep. Looking forward to the weekend.,0.354,2026-06-20T14:53:51.006955+00:00
89cebd01-f755-4e14-be61-b759791ff55e,b530b42f-2f1b-47a4-b348-9904c29536c9,Slightly tired today but managed to get 8 hours of sleep. Looking forward to the weekend.,0.776,2026-06-21T14:53:51.006955+00:00
6a20a264-533e-4b68-a529-07cfa2f33ab1,b530b42f-2f1b-47a4-b348-9904c29536c9,Balanced day overall. Kept my gaming to under an hour.,0.729,2026-06-22T14:53:51.006955+00:00
6e7cf19c-9901-4d32-aad2-001f748d9dea,b530b42f-2f1b-47a4-b348-9904c29536c9,Had a productive day at work/school. Played 45 minutes of games to unwind.,0.696,2026-06-23T14:53:51.006955+00:00
7294ad5e-8149-4d59-a5c5-bde0f3de337c,b530b42f-2f1b-47a4-b348-9904c29536c9,Had a productive day at work/school. Played 45 minutes of games to unwind.,0.59,2026-06-24T14:53:51.006955+00:00
1c6d9c49-bbb2-4fa1-9e4f-d2a78e21feb5,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,Told my family I was studying but spent 8 hours grinding levels. Feeling exhausted.,-0.369,2026-06-11T14:53:51.006955+00:00
4c649005-36da-4999-a2af-3a13c39a224c,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,Told my family I was studying but spent 8 hours grinding levels. Feeling exhausted.,-0.436,2026-06-12T14:53:51.006955+00:00
a30db15e-c39d-419a-8d40-0d446f463408,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,Skipped dinner to finish the tournament raid. My head aches and eyes are burning.,-0.19,2026-06-13T14:53:51.006955+00:00
7585c0ef-2b00-41e5-af65-f25347b19038,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,Got irritated when the internet dropped. Gaming is the only way I can escape my stress.,-0.211,2026-06-14T14:53:51.006955+00:00
63894947-c507-452e-849c-31d817f977db,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,Lost track of time again... played ranked matches until 4 AM. Skipped breakfast.,-0.257,2026-06-15T14:53:51.006955+00:00
2b382f1f-7baf-4496-ac35-df2ae20a417f,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,Skipped dinner to finish the tournament raid. My head aches and eyes are burning.,-0.437,2026-06-16T14:53:51.006955+00:00
f398688f-a415-457e-b8c1-728a3b2f4bc4,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,Skipped dinner to finish the tournament raid. My head aches and eyes are burning.,-0.298,2026-06-17T14:53:51.006955+00:00
a510f3b0-1b4e-495f-b869-8ba31c72d99c,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,Lost track of time again... played ranked matches until 4 AM. Skipped breakfast.,-0.323,2026-06-18T14:53:51.006955+00:00
f751b15a-c964-4e12-937d-187723c24aba,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,Told my family I was studying but spent 8 hours grinding levels. Feeling exhausted.,-0.443,2026-06-19T14:53:51.006955+00:00
29fbe2f2-e5b2-4837-9ee4-c89addb86924,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,Told my family I was studying but spent 8 hours grinding levels. Feeling exhausted.,-0.481,2026-06-20T14:53:51.006955+00:00
10733fb1-3404-4ba9-a2ff-7e6f412010c3,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,Skipped dinner to finish the tournament raid. My head aches and eyes are burning.,-0.16,2026-06-21T14:53:51.006955+00:00
e02bbd1f-b148-4b78-bcab-5cf0009f8cc0,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,Skipped dinner to finish the tournament raid. My head aches and eyes are burning.,-0.218,2026-06-22T14:53:51.006955+00:00
e8638d6d-3987-4ebd-9176-164b041a8568,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,Got irritated when the internet dropped. Gaming is the only way I can escape my stress.,-0.654,2026-06-23T14:53:51.006955+00:00
337fb998-19d9-430d-972d-67b3bc435b27,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,Told my family I was studying but spent 8 hours grinding levels. Feeling exhausted.,-0.206,2026-06-24T14:53:51.006955+00:00
e18d00b0-1a8c-4480-aaf3-baa3cdef49ac,5a9ce247-6249-4547-8278-3972191bc971,Had a productive day at work/school. Played 45 minutes of games to unwind.,0.392,2026-06-11T14:53:51.006955+00:00
89b199db-6759-4d46-8989-e55c54c4a010,5a9ce247-6249-4547-8278-3972191bc971,Balanced day overall. Kept my gaming to under an hour.,0.603,2026-06-12T14:53:51.006955+00:00
77726d82-eee2-4666-8da8-b68ac50771e3,5a9ce247-6249-4547-8278-3972191bc971,Balanced day overall. Kept my gaming to under an hour.,0.631,2026-06-13T14:53:51.006955+00:00
42c2f4d7-ce28-4fc9-ae4a-2bb7bd90413d,5a9ce247-6249-4547-8278-3972191bc971,Went for a run this morning and felt great. Met up with friends for dinner.,0.719,2026-06-14T14:53:51.006955+00:00
98c02133-1a22-48f1-8c71-b4f8b9c06722,5a9ce247-6249-4547-8278-3972191bc971,Balanced day overall. Kept my gaming to under an hour.,0.49,2026-06-15T14:53:51.006955+00:00
60a74c93-483f-4744-a448-b2cddfbf9784,5a9ce247-6249-4547-8278-3972191bc971,Balanced day overall. Kept my gaming to under an hour.,0.445,2026-06-16T14:53:51.006955+00:00
24c43815-baa6-44b3-8bd6-d1f5d49794f0,5a9ce247-6249-4547-8278-3972191bc971,Slightly tired today but managed to get 8 hours of sleep. Looking forward to the weekend.,0.551,2026-06-17T14:53:51.006955+00:00
067fb1d5-03ab-4cd2-a67b-d132fb97a080,5a9ce247-6249-4547-8278-3972191bc971,Had a productive day at work/school. Played 45 minutes of games to unwind.,0.518,2026-06-18T14:53:51.006955+00:00
28cbdb6d-0fac-4745-972a-9eb0d9f2ae2d,5a9ce247-6249-4547-8278-3972191bc971,Went for a run this morning and felt great. Met up with friends for dinner.,0.713,2026-06-19T14:53:51.006955+00:00
beafb2d2-f50c-423b-a874-4d3629923e44,5a9ce247-6249-4547-8278-3972191bc971,Balanced day overall. Kept my gaming to under an hour.,0.608,2026-06-20T14:53:51.006955+00:00
bd927bc5-f3a7-483f-a431-52e69e6cd5f4,5a9ce247-6249-4547-8278-3972191bc971,Balanced day overall. Kept my gaming to under an hour.,0.398,2026-06-21T14:53:51.006955+00:00
e63ce6c7-8aaf-4a18-8aac-2eed7d0d8f46,5a9ce247-6249-4547-8278-3972191bc971,Went for a run this morning and felt great. Met up with friends for dinner.,0.585,2026-06-22T14:53:51.006955+00:00
6591d679-589d-46d4-a8e8-d73822f86f15,5a9ce247-6249-4547-8278-3972191bc971,Went for a run this morning and felt great. Met up with friends for dinner.,0.432,2026-06-23T14:53:51.006955+00:00
72cc3bcb-68e8-44fb-8fb3-9d3e3d406498,5a9ce247-6249-4547-8278-3972191bc971,Went for a run this morning and felt great. Met up with friends for dinner.,0.648,2026-06-24T14:53:51.006955+00:00
ab999e42-964c-46d8-a8e7-dc6bad4908d6,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,Skipped all meals and classes. Feeling completely disconnected from reality.,-0.327,2026-06-11T14:53:51.006955+00:00
08cb52b9-e357-47d3-a08a-74bd438c1d76,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,Haven't slept more than 3 hours. My body dysmorphia is suffocating and gaming numbs the panic.,-0.607,2026-06-12T14:53:51.006955+00:00
bf426423-6ae5-4dfe-8ef0-4636e7a4e4c1,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,Haven't slept more than 3 hours. My body dysmorphia is suffocating and gaming numbs the panic.,-0.468,2026-06-13T14:53:51.006955+00:00
113f1f0a-4622-4aff-ae6a-5fe4efe83632,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,Haven't slept more than 3 hours. My body dysmorphia is suffocating and gaming numbs the panic.,-0.111,2026-06-14T14:53:51.006955+00:00
6d50014b-9caf-4760-aefe-336bf1ad7536,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,"Complete isolation today. Checked mirror 20 times, felt sick, then gamed until sunrise.",-0.444,2026-06-15T14:53:51.006955+00:00
caf9b12c-ec34-4266-b3f5-9134b970f458,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,Skipped all meals and classes. Feeling completely disconnected from reality.,-0.28,2026-06-16T14:53:51.006955+00:00
f380a2f1-c708-4ddf-b6f1-9be447882c04,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,Skipped all meals and classes. Feeling completely disconnected from reality.,-0.255,2026-06-17T14:53:51.006955+00:00
5527ff81-7e07-4518-8822-0ee997716ac0,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,Haven't slept more than 3 hours. My body dysmorphia is suffocating and gaming numbs the panic.,-0.341,2026-06-18T14:53:51.006955+00:00
cb5ed97e-e6bc-4fab-859f-43268cdbe72e,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,Skipped all meals and classes. Feeling completely disconnected from reality.,-0.211,2026-06-19T14:53:51.006955+00:00
8045ed6c-f350-4645-8477-5a701b6bd481,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,Haven't slept more than 3 hours. My body dysmorphia is suffocating and gaming numbs the panic.,-0.428,2026-06-20T14:53:51.006955+00:00
d7f72daf-69bf-4ec7-aee2-6b1f42c93f90,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,"Complete isolation today. Checked mirror 20 times, felt sick, then gamed until sunrise.",-0.233,2026-06-21T14:53:51.006955+00:00
f1d2572e-708c-49de-8b94-622f142a52ba,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,Skipped all meals and classes. Feeling completely disconnected from reality.,-0.27,2026-06-22T14:53:51.006955+00:00
489012dc-0ee3-40b4-9fde-2d124f58bd84,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,"Complete isolation today. Checked mirror 20 times, felt sick, then gamed until sunrise.",-0.265,2026-06-23T14:53:51.006955+00:00
b6dceaad-c16e-44ec-b82c-f4f65f2cd996,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,"Complete isolation today. Checked mirror 20 times, felt sick, then gamed until sunrise.",-0.101,2026-06-24T14:53:51.006955+00:00
3b1d3942-8f3d-4c06-87d8-aac60e0f6b4a,b953e459-5213-4c01-b50d-89911289dcd0,Had a productive day at work/school. Played 45 minutes of games to unwind.,0.731,2026-06-11T14:53:51.006955+00:00
f21ce951-4d6b-49a3-8e1f-403119a94461,b953e459-5213-4c01-b50d-89911289dcd0,Went for a run this morning and felt great. Met up with friends for dinner.,0.546,2026-06-12T14:53:51.006955+00:00
1b3d87a5-f6ff-4c2d-b3d4-94fe142a6eaf,b953e459-5213-4c01-b50d-89911289dcd0,Went for a run this morning and felt great. Met up with friends for dinner.,0.557,2026-06-13T14:53:51.006955+00:00
